id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
702,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
670,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
684,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
705,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
707,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
724,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
733,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
737,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
958,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
965,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
943,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
960,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
963,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
982,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1011,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,19,Areas agrarias heterogeneas,4,Agrario,3,19,Areas agrarias h
993,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
966,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,7,Marisma,3,Zonas humedas,1,7,Marisma
974,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,7,Marisma,3,Zonas humedas,1,7,Marisma
995,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1022,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"8130",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
949,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
971,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1390,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1010,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
981,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
967,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"6220",Habitat Prioritario UE,"-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1004,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1344,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1348,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,21,Vegetación con eucaliptos,5,Cobertura vegetal y suelos,2,21,Vegetación con e
1355,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
1359,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1367,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1368,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
1395,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1409,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1410,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1411,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
944,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"3250",Rios mediterraneos de caudal permanente con Glaucium flavum,Habitat UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1019,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
942,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
946,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
947,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
954,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"1410",Habitat UE,"-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
956,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
957,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
959,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,19,Areas agrarias heterogeneas,4,Agrario,3,19,Areas agrarias h
961,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
969,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
976,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,5,"Zonas mineras, e"
986,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
991,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1006,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
1014,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1016,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1017,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1021,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
980,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
990,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1343,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1394,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e
950,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"3250",Rios mediterraneos de caudal permanente con Glaucium flavum,Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
972,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
977,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
983,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1020,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
997,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1000,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
1012,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,15,Leñoso regadio
962,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"5330",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
998,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"5330",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1388,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
955,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
994,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"1510",Habitat Prioritario UE,"8210",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
952,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
970,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
996,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
1005,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1013,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
1365,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1354,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
1362,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,14,Leñoso secano,4,Agrario,3,14,Leñoso secano
973,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
978,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
979,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
987,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e
989,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
992,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1008,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
953,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"6220",Habitat Prioritario UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
985,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"6220",Habitat Prioritario UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
951,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"3250",Rios mediterraneos de caudal permanente con Glaucium flavum,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
999,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar
1009,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"3250",Rios mediterraneos de caudal permanente con Glaucium flavum,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
964,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"2210",Dunas fijas de litoral del Crucianellion maritimae,Habitat UE,"2230",Habitat UE,"1210",Habitat UE,"6220",Habitat Prioritario UE,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1001,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"2210",Dunas fijas de litoral del Crucianellion maritimae,Habitat UE,"2230",Habitat UE,"1210",Habitat UE,"6220",Habitat Prioritario UE,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
