id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI,hic_p_tn,hic_np_tn,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6
610,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,5,"Zonas mineras, e",,,,,0,,,,
744,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
752,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
754,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
781,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
790,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1525,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1676,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1743,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1753,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1835,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1488,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1517,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1848,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1884,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
743,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
757,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
760,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
763,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
771,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
779,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
782,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1473,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1549,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1633,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1678,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1711,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1443,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1460,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1511,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1609,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1769,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1821,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,6,Zonas verdes y e,,,,,0,,,,
1838,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
742,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
787,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
789,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1542,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1557,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1596,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1808,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
745,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,13,Masas de agua artificial,3,Zonas humedas,4,13,Masas de agua ar,,,,,0,,,,
746,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
751,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,,,,,0,,,,
753,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
755,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras,,,,,0,,,,
756,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras,,,,,0,,,,
762,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,13,Masas de agua artificial,3,Zonas humedas,4,13,Masas de agua ar,,,,,0,,,,
765,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
767,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
768,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
770,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
774,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
777,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
780,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
785,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
788,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,,,,,0,,,,
1465,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,,,,,0,,,,
1477,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1563,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1617,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1625,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1707,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1749,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras,,,,,0,,,,
1774,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1836,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,,,,,0,,,,
1853,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,13,Masas de agua artificial,3,Zonas humedas,4,13,Masas de agua ar,,,,,0,,,,
1858,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1456,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1466,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1468,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1489,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1508,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1574,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1630,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1639,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1651,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1652,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1670,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1671,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1674,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1685,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1690,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1697,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1713,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1718,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1722,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1730,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
1754,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",,,,,0,,,,
1788,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,,,,,0,,,,
1793,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,,,,,0,,,,
